FIPS,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score
6037700102,4506,Los Angeles,90046,West Hollywood,-118.3538978,34.0892775,35.16
6037134901,3140,Los Angeles,91335,Los Angeles,-118.5606591,34.1873507,35.09
6037117202,2633,Los Angeles,91343,Los Angeles,-118.4788675,34.2429124,35.09
6037203710,3270,Los Angeles,90033,Los Angeles,-118.2009322,34.0498932,35.06
6037571400,4844,Los Angeles,90712,Lakewood,-118.1600342,33.8351031,35.04
6037211420,3573,Los Angeles,90004,Los Angeles,-118.3029424,34.0726364,35.03
6037134905,4552,Los Angeles,91371,Los Angeles,-118.5842954,34.1833588,34.98
6037482101,4750,Los Angeles,91754,Monterey Park,-118.1353858,34.0587488,34.97
6037109400,3903,Los Angeles,91345,Los Angeles,-118.4556969,34.2687178,34.97
6037543703,3370,Los Angeles,90745,Carson,-118.2701989,33.8026513,34.96
6037102107,4349,Los Angeles,91040,Los Angeles,-118.3395158,34.2409055,34.95
6037408303,4183,Los Angeles,90601,Avocado Heights,-118.0053624,34.0341304,34.93
6037910601,6726,Los Angeles,93550,Palmdale,-118.0773655,34.5829354,34.93
6037270300,2542,Los Angeles,90034,Los Angeles,-118.3718243,34.0405392,34.89
6037197410,4331,Los Angeles,90026,Los Angeles,-118.2504362,34.0929176,34.83
6037408141,5366,Los Angeles,91744,South San Jose Hills,-117.8924325,34.008773,34.83
6037502901,5816,Los Angeles,90605,South Whittier,-118.0409409,33.9459765,34.81
6037143604,3720,Los Angeles,91604,Los Angeles,-118.3681384,34.1420581,34.78
6037554511,4140,Los Angeles,90703,Cerritos,-118.0387822,33.8799253,34.77
6037297601,2816,Los Angeles,90731,Los Angeles,-118.2857001,33.7081194,34.75
6037234000,5417,Los Angeles,90008,Los Angeles,-118.3214867,34.0120868,34.72
6037402002,4125,Los Angeles,91711,Claremont,-117.7134071,34.0874081,34.66
6037503201,4144,Los Angeles,90604,South Whittier,-118.0266537,33.9324918,34.64
6037404902,3968,Los Angeles,91706,Baldwin Park,-117.9791262,34.0869771,34.63
6037211802,4682,Los Angeles,90010,Los Angeles,-118.3047254,34.0635374,34.61
6037195901,2237,Los Angeles,90029,Los Angeles,-118.2823148,34.0887786,34.61
6037115301,4524,Los Angeles,91324,Los Angeles,-118.548089,34.2422846,34.59
6037207501,2193,Los Angeles,90012,Los Angeles,-118.2529675,34.0564422,34.56
6037236400,4282,Los Angeles,90008,Los Angeles,-118.3512616,34.0067001,34.54
6037139301,4445,Los Angeles,91356,Los Angeles,-118.5581266,34.1781538,34.53
6037405702,4957,Los Angeles,91722,Covina,-117.9121142,34.0923121,34.50
6037900803,8751,Los Angeles,93534,Lancaster,-118.1569902,34.7127561,34.49
6037297201,4505,Los Angeles,90731,Los Angeles,-118.2914165,33.7249036,34.48
6037302102,5946,Los Angeles,91205,Glendale,-118.2363625,34.1347576,34.46
6037216900,4886,Los Angeles,90019,Los Angeles,-118.3631083,34.0499363,34.43
6037311600,6707,Los Angeles,91505,Burbank,-118.3390315,34.1531211,34.42
6037408402,6646,Los Angeles,91745,Hacienda Heights,-118.0024823,34.0145909,34.35
6037910201,4063,Los Angeles,93551,Palmdale,-118.1350954,34.615092,34.31
6037212410,4318,Los Angeles,90005,Los Angeles,-118.3022262,34.0595607,34.29
6037195902,1864,Los Angeles,90026,Los Angeles,-118.2791664,34.0871531,34.29
6037234200,2424,Los Angeles,90018,Los Angeles,-118.3311523,34.0164074,34.24
6037407400,1977,Los Angeles,91790,West Covina,-117.9577635,34.0523638,34.24
6037601301,1921,Los Angeles,90302,Inglewood,-118.363824,33.9791778,34.19
6037550500,8316,Los Angeles,90240,Downey,-118.1063383,33.9502684,34.18
6037407900,6082,Los Angeles,91744,Valinda,-117.9273307,34.0421045,34.18
6037128801,3419,Los Angeles,91411,Los Angeles,-118.4651573,34.1682378,34.18
6037650901,5366,Los Angeles,90501,Torrance,-118.3181299,33.8382367,34.17
6037460900,6731,Los Angeles,91103,Pasadena,-118.1602397,34.1761857,34.16
6037222500,5120,Los Angeles,90018,Los Angeles,-118.3045508,34.0218497,34.14
6037481605,2831,Los Angeles,91801,Alhambra,-118.1255878,34.0719031,34.13
6037900704,2910,Los Angeles,93534,Lancaster,-118.1346836,34.6528656,34.12
6037106406,5839,Los Angeles,91342,Los Angeles,-118.4590006,34.3228508,34.12
6037207710,4667,Los Angeles,90017,Los Angeles,-118.2616851,34.0468661,34.08
6037407301,4949,Los Angeles,91744,West Puente Valley,-117.958718,34.0454982,34.06
6037501504,3369,Los Angeles,90601,Whittier,-118.0369951,33.9792515,34.06
6037650003,3202,Los Angeles,90504,Torrance,-118.3390052,33.8758587,34.01
6037267300,4235,Los Angeles,90025,Los Angeles,-118.4496946,34.045202,34.00
6037600704,3373,Los Angeles,90305,Inglewood,-118.3237463,33.9545341,33.94
6037106112,5611,Los Angeles,91342,Los Angeles,-118.4124465,34.3054778,33.89
6037408006,3344,Los Angeles,91792,West Covina,-117.9014438,34.03455,33.88
6037222700,4071,Los Angeles,90007,Los Angeles,-118.2856809,34.0209197,33.78
6037576601,4293,Los Angeles,90802,Long Beach,-118.1799258,33.7665662,33.77
6037402705,3254,Los Angeles,91767,Pomona,-117.7311684,34.071705,33.72
6037462002,4043,Los Angeles,91103,Pasadena,-118.1483611,34.1633406,33.71
6037503106,4091,Los Angeles,90604,South Whittier,-118.0236715,33.9207603,33.71
6037128910,4657,Los Angeles,91403,Los Angeles,-118.4585185,34.1616765,33.71
6037109604,3195,Los Angeles,91345,Los Angeles,-118.4653518,34.2615445,33.69
6037503202,5028,Los Angeles,90604,South Whittier,-118.0348881,33.9393795,33.67
6037102103,1763,Los Angeles,91352,Los Angeles,-118.354188,34.2250793,33.59
6037190301,5569,Los Angeles,90028,Los Angeles,-118.315197,34.1037946,33.57
6037195300,3089,Los Angeles,90027,Los Angeles,-118.2836893,34.0992506,33.50
6037650300,6824,Los Angeles,90504,Torrance,-118.3493202,33.8661967,33.49
6037910712,2904,Los Angeles,93552,Palmdale,-118.0525805,34.5516033,33.48
6037603004,1549,Los Angeles,90247,Gardena,-118.2965026,33.8933016,33.47
6037124600,2691,Los Angeles,91423,Los Angeles,-118.4269321,34.1620692,33.37
6037203800,4829,Los Angeles,90063,Los Angeles,-118.1955756,34.0449856,33.37
6037482701,4323,Los Angeles,91754,Monterey Park,-118.1397485,34.037622,33.35
6037920036,3145,Los Angeles,91351,Santa Clarita,-118.4758577,34.4215429,33.31
6037702801,4679,Los Angeles,90232,Culver City,-118.4102008,34.0114522,33.31
6037125600,2811,Los Angeles,91601,Los Angeles,-118.3568613,34.1578941,33.27
6037137104,2754,Los Angeles,91367,Los Angeles,-118.5849467,34.1737607,33.22
6037543603,4301,Los Angeles,90710,West Carson,-118.2937974,33.8044726,33.17
6037910401,6359,Los Angeles,93551,Palmdale,-118.1534038,34.5754635,33.16
6037124902,2706,Los Angeles,91607,Los Angeles,-118.4008746,34.1702439,33.15
6037481101,4513,Los Angeles,91776,San Gabriel,-118.1069461,34.099157,33.14
6037185202,3627,Los Angeles,90065,Los Angeles,-118.2170631,34.0950598,33.11
6037188201,3473,Los Angeles,90027,Los Angeles,-118.2723964,34.1124175,33.10
6037403721,4897,Los Angeles,91722,Covina,-117.8769958,34.097573,33.07
6037403722,5628,Los Angeles,91724,Covina,-117.8721406,34.0881832,33.07
6037212610,4447,Los Angeles,90005,Los Angeles,-118.3138698,34.0598448,33.07
6037481102,4000,Los Angeles,91776,San Gabriel,-118.0944617,34.0998401,32.97
6037134302,4112,Los Angeles,91304,Los Angeles,-118.6209257,34.2136956,32.94
6037406902,3584,Los Angeles,91746,West Puente Valley,-117.9641181,34.0564404,32.94
6037900505,3427,Los Angeles,93535,Lancaster,-118.1080444,34.6822484,32.94
6037402001,3294,Los Angeles,91711,Claremont,-117.7241769,34.0879928,32.93
6037125402,4889,Los Angeles,91602,Los Angeles,-118.3740062,34.1566827,32.93
6037139503,5946,Los Angeles,91316,Los Angeles,-118.5245194,34.167785,32.92
6037408623,3268,Los Angeles,91745,Hacienda Heights,-117.9376426,33.9952944,32.90
6037431001,7669,Los Angeles,91016,Monrovia,-118.0051354,34.1484127,32.87
6037554900,7636,Los Angeles,90701,Artesia,-118.0792349,33.8612643,32.86
6037296300,5027,Los Angeles,90732,Los Angeles,-118.3012745,33.7545886,32.82
6037189902,5371,Los Angeles,90046,Los Angeles,-118.3490051,34.0961801,32.80
6037555103,4873,Los Angeles,90715,Lakewood,-118.0652797,33.8445898,32.75
6037187300,3597,Los Angeles,90039,Los Angeles,-118.2567268,34.1016085,32.75
6037406101,3105,Los Angeles,91723,Covina,-117.8911488,34.0902906,32.70
6037139600,5060,Los Angeles,91316,Los Angeles,-118.5101001,34.1640599,32.64
6037400602,4250,Los Angeles,91702,Azusa,-117.9091006,34.1381275,32.64
6037463102,3878,Los Angeles,91107,East Pasadena,-118.0800613,34.1368435,32.61
6037602302,4819,Los Angeles,90250,Hawthorne,-118.3742902,33.9051125,32.60
6037910706,6301,Los Angeles,93543,Palmdale,-117.9994644,34.5534723,32.60
6037125401,4966,Los Angeles,91601,Los Angeles,-118.3743046,34.1626066,32.59
6037650200,5930,Los Angeles,90504,Torrance,-118.3318531,33.8628067,32.58
6037603600,4258,Los Angeles,90249,Gardena,-118.3223468,33.8893924,32.52
6037310800,5314,Los Angeles,91506,Burbank,-118.3221829,34.1741488,32.49
6037124903,3499,Los Angeles,91607,Los Angeles,-118.4008675,34.1666099,32.48
6037113303,4191,Los Angeles,91311,Los Angeles,-118.5790731,34.2440789,32.46
6037703200,5688,Los Angeles,90043,View Park-Windsor Hills,-118.3401633,33.9985885,32.42
6037900504,7261,Los Angeles,93535,Lancaster,-118.1025822,34.663965,32.39
6037183101,3323,Los Angeles,90042,Los Angeles,-118.1823583,34.1222377,32.34
6037570702,2296,Los Angeles,90712,Lakewood,-118.1595642,33.8505787,32.32
6037554512,6455,Los Angeles,90703,Cerritos,-118.0551676,33.8767523,32.32
6037503501,6444,Los Angeles,90604,South Whittier,-118.013351,33.9330431,32.31
6037481901,5775,Los Angeles,91803,Alhambra,-118.155045,34.0710196,32.31
6037482800,4524,Los Angeles,91755,Monterey Park,-118.1149064,34.0369447,32.27
6037311000,3641,Los Angeles,91505,Burbank,-118.344165,34.184898,32.26
6037401603,2951,Los Angeles,91750,La Verne,-117.7806216,34.1095896,32.25
6037650101,6018,Los Angeles,90504,Torrance,-118.3164997,33.8681429,32.24
6037555002,3625,Los Angeles,90715,Lakewood,-118.089263,33.8352186,32.19
6037212420,3517,Los Angeles,90005,Los Angeles,-118.3019777,34.0560876,32.17
6037401102,3896,Los Angeles,91741,Glendora,-117.866662,34.1310435,32.15
6037920023,2615,Los Angeles,91351,Santa Clarita,-118.4919398,34.423464,32.14
6037900605,7539,Los Angeles,93535,Lancaster,-118.0856717,34.7045061,32.12
6037201110,2147,Los Angeles,90032,Los Angeles,-118.1743334,34.0948042,32.10
6037576502,4658,Los Angeles,90802,Long Beach,-118.1740906,33.771918,32.10
6037404000,4614,Los Angeles,91702,Azusa,-117.8861621,34.1141404,32.07
6037141101,4674,Los Angeles,91423,Los Angeles,-118.4243044,34.151167,32.07
6037188202,2426,Los Angeles,90027,Los Angeles,-118.2797464,34.1163982,32.01
6037600702,4306,Los Angeles,90305,Inglewood,-118.3335012,33.9497147,32.01
6037123601,4803,Los Angeles,91401,Los Angeles,-118.4162038,34.1774941,31.98
6037119700,4913,Los Angeles,91402,Los Angeles,-118.4257669,34.2207731,31.97
6037406300,5829,Los Angeles,91791,West Covina,-117.8769856,34.0599163,31.96
6037543602,7864,Los Angeles,90502,West Carson,-118.2928473,33.8177539,31.95
6037117102,2861,Los Angeles,91343,Los Angeles,-118.4598237,34.2481946,31.94
6037137201,6029,Los Angeles,91367,Los Angeles,-118.6156256,34.1732437,31.93
6037408137,4277,Los Angeles,91792,South San Jose Hills,-117.8838337,34.0084495,31.93
6037134306,4305,Los Angeles,91304,Los Angeles,-118.6017021,34.2119148,31.92
6037102104,3721,Los Angeles,91352,Los Angeles,-118.3454041,34.2161866,31.91
6037554600,4173,Los Angeles,90650,Norwalk,-118.0892922,33.8836452,31.87
6037910504,4254,Los Angeles,93550,Palmdale,-118.1046034,34.5690669,31.86
6037404100,6277,Los Angeles,91702,Citrus,-117.8946926,34.1142596,31.78
6037900705,3980,Los Angeles,93534,Lancaster,-118.155171,34.6584238,31.78
6037143200,4085,Los Angeles,91602,Los Angeles,-118.3720618,34.1494399,31.76
6037139001,5639,Los Angeles,91316,Los Angeles,-118.511718,34.1754113,31.71
6037113301,3509,Los Angeles,91324,Los Angeles,-118.5583429,34.2440427,31.70
6037554521,5949,Los Angeles,90703,Cerritos,-118.1001151,33.872133,31.67
6037555104,4210,Los Angeles,90715,Lakewood,-118.0653314,33.8357784,31.51
6037207900,7162,Los Angeles,90015,Los Angeles,-118.2601678,34.0405276,31.50
6037111100,3179,Los Angeles,91344,Los Angeles,-118.4950694,34.2683099,31.49
6037301000,5230,Los Angeles,91206,Glendale,-118.2309561,34.1564802,31.45
6037430902,4539,Los Angeles,91016,Monrovia,-118.0144844,34.1348189,31.45
6037115201,6647,Los Angeles,91324,Los Angeles,-118.5382749,34.2441108,31.43
6037208710,4858,Los Angeles,90057,Los Angeles,-118.2825413,34.0657276,31.33
6037195500,5548,Los Angeles,90026,Los Angeles,-118.2646124,34.0881864,31.33
6037462301,5265,Los Angeles,91106,Pasadena,-118.1270027,34.1549547,31.32
6037600911,3146,Los Angeles,90302,Inglewood,-118.3522115,33.9786571,31.25
6037482102,2943,Los Angeles,91754,Monterey Park,-118.1328703,34.050659,31.23
6037462202,2775,Los Angeles,91101,Pasadena,-118.1369288,34.1489289,31.22
6037310900,6071,Los Angeles,91506,Burbank,-118.3309896,34.1813842,31.22
6037189903,2089,Los Angeles,90046,Los Angeles,-118.3477123,34.1025152,31.19
6037910001,6345,Los Angeles,93591,Palmdale,-117.9263003,34.5941878,31.15
6037910707,5420,Los Angeles,93550,Palmdale,-118.1037345,34.5504349,31.14
6037702600,6389,Los Angeles,90230,Culver City,-118.3961597,33.9958996,31.14
6037554406,4766,Los Angeles,90706,Bellflower,-118.1125129,33.8726125,31.11
6037404504,5073,Los Angeles,91702,Azusa,-117.9033404,34.1104925,31.09
6037480802,3162,Los Angeles,91803,Alhambra,-118.1526495,34.0820627,31.04
6037650602,7315,Los Angeles,90503,Torrance,-118.359604,33.8423054,31.00
6037431400,4202,Los Angeles,91006,Mayflower Village,-118.0106391,34.1116113,30.98
6037267600,2916,Los Angeles,90025,Los Angeles,-118.4524492,34.0340912,30.96
6037480804,4892,Los Angeles,91801,Alhambra,-118.1472414,34.0957202,30.96
6037275500,5449,Los Angeles,90230,Los Angeles,-118.4148705,33.9918105,30.89
6037920035,6895,Los Angeles,91351,Santa Clarita,-118.4640472,34.4193105,30.88
6037910711,7655,Los Angeles,93552,Palmdale,-118.0529469,34.5687395,30.84
6037910714,3870,Los Angeles,93552,Palmdale,-118.0375369,34.5616733,30.84
6037920312,5826,Los Angeles,91321,Santa Clarita,-118.5258812,34.3629821,30.81
6037571900,5413,Los Angeles,90807,Long Beach,-118.1773895,33.8319177,30.81
6037404302,2176,Los Angeles,91702,Azusa,-117.903464,34.117896,30.80
6037109601,4945,Los Angeles,91345,Los Angeles,-118.4495333,34.2593157,30.68
6037910208,6210,Los Angeles,93551,Palmdale,-118.1555823,34.596643,30.67
6037211500,4175,Los Angeles,90004,Los Angeles,-118.3152596,34.0724565,30.66
6037103200,6349,Los Angeles,91040,Los Angeles,-118.3402287,34.2733521,30.65
6037183701,3720,Los Angeles,90042,Los Angeles,-118.1878598,34.1093059,30.65
6037101220,3702,Los Angeles,91042,Los Angeles,-118.2816322,34.2516085,30.64
6037482002,6760,Los Angeles,91754,Monterey Park,-118.1482676,34.0488369,30.64
6037183220,4155,Los Angeles,90042,Los Angeles,-118.1892861,34.1199723,30.61
6037600703,1783,Los Angeles,90305,Inglewood,-118.3365577,33.9584128,30.59
6037267403,3000,Los Angeles,90025,Los Angeles,-118.456577,34.0475447,30.56
6037270200,3226,Los Angeles,90034,Los Angeles,-118.3797742,34.0328855,30.56
6037211803,3701,Los Angeles,90020,Los Angeles,-118.3022323,34.067188,30.52
6037301203,4711,Los Angeles,91202,Glendale,-118.2609478,34.1662572,30.41
6037106408,3667,Los Angeles,91342,Los Angeles,-118.4400777,34.3132613,30.40
6037189101,2521,Los Angeles,90027,Los Angeles,-118.288505,34.1047367,30.39
6037407502,4170,Los Angeles,91744,Valinda,-117.9379348,34.0439866,30.39
6037109300,2962,Los Angeles,91344,Los Angeles,-118.4804333,34.2711982,30.34
6037311100,4183,Los Angeles,91505,Burbank,-118.3546268,34.1856903,30.30
6037216200,5778,Los Angeles,90019,Los Angeles,-118.3482415,34.0571243,30.30
6037571504,4512,Los Angeles,90807,Long Beach,-118.1697128,33.8387095,30.20
6037270100,4202,Los Angeles,90034,Los Angeles,-118.3959685,34.0273439,30.12
6037910205,1225,Los Angeles,93551,Unincorporated Los Angeles County area,-118.1335534,34.5350285,30.12
6037297602,3687,Los Angeles,90731,Los Angeles,-118.2903209,33.7159024,30.09
6037137103,5382,Los Angeles,91367,Los Angeles,-118.6013402,34.1744847,30.08
6037900104,5822,Los Angeles,93591,Lake Los Angeles,-117.8491551,34.5925627,30.07
6037461000,6249,Los Angeles,91001,Altadena,-118.1608413,34.1870169,30.02
6037272301,3045,Los Angeles,90066,Los Angeles,-118.4222404,34.0050155,30.00
6037501900,4153,Los Angeles,90605,Whittier,-118.0274643,33.9558907,29.96
6037189202,2396,Los Angeles,90027,Los Angeles,-118.2957566,34.1113224,29.93
6037214503,3422,Los Angeles,90036,Los Angeles,-118.3541156,34.0668419,29.92
6037703100,6068,Los Angeles,90043,View Park-Windsor Hills,-118.3546187,33.9930805,29.90
6037900608,3445,Los Angeles,93535,Lancaster,-118.1081707,34.6968196,29.84
6037910602,4433,Los Angeles,93550,Palmdale,-118.0788777,34.5774296,29.79
6037104124,3875,Los Angeles,91342,Unincorporated Los Angeles County area,-118.373946,34.2902413,29.79
6037211704,2796,Los Angeles,90020,Los Angeles,-118.3115783,34.0635115,29.78
6037501300,7154,Los Angeles,90601,Whittier,-118.0536684,33.9909544,29.78
6037137501,4915,Los Angeles,91364,Los Angeles,-118.5767994,34.1649322,29.77
6037191901,3060,Los Angeles,90038,Los Angeles,-118.3383611,34.0906829,29.76
6037125100,5892,Los Angeles,91607,Los Angeles,-118.3921251,34.1648811,29.73
6037106646,3161,Los Angeles,91344,Los Angeles,-118.4939447,34.2797379,29.62
6037482521,5842,Los Angeles,91770,South San Gabriel,-118.1001251,34.0502444,29.58
6037408212,5042,Los Angeles,91748,Rowland Heights,-117.8795412,33.9944207,29.58
6037700101,5200,Los Angeles,90046,West Hollywood,-118.3524483,34.0925747,29.56
6037107020,5317,Los Angeles,91342,Los Angeles,-118.4504793,34.2975505,29.54
6037403801,6224,Los Angeles,91724,Charter Oak,-117.8678976,34.1029152,29.51
6037128602,3472,Los Angeles,91401,Los Angeles,-118.4356063,34.1712144,29.48
6037571503,3878,Los Angeles,90807,Long Beach,-118.1705772,33.8481676,29.43
6037920038,1710,Los Angeles,91387,Santa Clarita,-118.4469672,34.4236629,29.38
6037670100,6642,Los Angeles,90717,Lomita,-118.3159751,33.7847676,29.34
6037406602,5198,Los Angeles,91790,West Covina,-117.9318958,34.0542813,29.33
6037650902,6769,Los Angeles,90501,Torrance,-118.3192551,33.8251807,29.32
6037405900,3951,Los Angeles,91722,Covina,-117.8902516,34.1030754,29.31
6037401312,5401,Los Angeles,91773,San Dimas,-117.8289334,34.0988537,29.27
6037405500,6596,Los Angeles,91790,West Covina,-117.9284554,34.0788823,29.26
6037401203,5224,Los Angeles,91740,Glendora,-117.853784,34.1111653,29.25
6037111205,3869,Los Angeles,91325,Los Angeles,-118.5352005,34.2540547,29.25
6037141302,6037,Los Angeles,91403,Los Angeles,-118.46283,34.1536798,29.25
6037910715,6653,Los Angeles,93550,Palmdale,-118.0700947,34.5546511,29.24
6037275603,2537,Los Angeles,90230,Los Angeles,-118.4066251,33.9864759,29.19
6037408136,4224,Los Angeles,91792,West Covina,-117.8755476,34.0089143,29.16
6037571502,4739,Los Angeles,90807,Long Beach,-118.1835447,33.8421855,29.16
6037267700,3276,Los Angeles,90025,Los Angeles,-118.4441611,34.0387144,29.15
6037181300,4059,Los Angeles,90041,Los Angeles,-118.2236529,34.1360845,29.15
6037183702,2775,Los Angeles,90042,Los Angeles,-118.1836835,34.1048444,29.13
6037123902,2668,Los Angeles,91607,Los Angeles,-118.3922288,34.1758783,29.10
6037481714,2739,Los Angeles,91754,Monterey Park,-118.1283526,34.0643236,29.09
6037189102,3356,Los Angeles,90027,Los Angeles,-118.2884331,34.1126008,29.06
6037480102,4487,Los Angeles,91775,East San Gabriel,-118.0849636,34.1081896,28.91
6037461700,1526,Los Angeles,91103,Pasadena,-118.1655566,34.1583127,28.91
6037135111,3313,Los Angeles,91303,Los Angeles,-118.6102388,34.1924609,28.90
6037211121,2253,Los Angeles,90004,Los Angeles,-118.2854106,34.0730101,28.86
6037139200,5662,Los Angeles,91316,Los Angeles,-118.5246447,34.1756962,28.86
6037117301,3910,Los Angeles,91343,Los Angeles,-118.4896512,34.2421587,28.86
6037406000,5206,Los Angeles,91722,Covina,-117.9014269,34.0922319,28.83
6037501700,3425,Los Angeles,90605,Whittier,-118.0198835,33.9618209,28.80
6037650102,2211,Los Angeles,90504,Torrance,-118.3325936,33.8697417,28.75
6037403901,3174,Los Angeles,91740,Glendora,-117.873247,34.1215084,28.72
6037573403,3519,Los Angeles,90755,Signal Hill,-118.1589588,33.7986075,28.63
6037403312,5096,Los Angeles,91789,Industry,-117.8308645,34.0116871,28.62
6037400603,5201,Los Angeles,91010,Azusa,-117.9217301,34.1546148,28.62
6037401602,6294,Los Angeles,91750,La Verne,-117.7639908,34.1060815,28.58
6037131200,3417,Los Angeles,91325,Los Angeles,-118.514231,34.2147262,28.54
6037300400,5986,Los Angeles,91214,Glendale,-118.2563984,34.2284593,28.48
6037405301,3469,Los Angeles,91722,West Covina,-117.937833,34.085166,28.48
6037403303,2741,Los Angeles,91789,Industry,-117.8593531,34.0024101,28.46
6037405800,5825,Los Angeles,91722,Covina,-117.9126798,34.1033944,28.43
6037124500,2925,Los Angeles,91401,Los Angeles,-118.4267703,34.1722741,28.38
6037214501,2702,Los Angeles,90036,Los Angeles,-118.3578948,34.0712362,28.35
6037401101,5582,Los Angeles,91740,Glendora,-117.8541745,34.1234558,28.35
6037212620,4087,Los Angeles,90005,Los Angeles,-118.3130597,34.0563607,28.23
6037900609,4978,Los Angeles,93535,Lancaster,-118.0999054,34.7059962,28.22
6037125502,3488,Los Angeles,91602,Los Angeles,-118.3655446,34.1566286,28.22
6037408724,5542,Los Angeles,91748,Rowland Heights,-117.9033277,33.9841386,28.19
6037462302,3213,Los Angeles,91106,Pasadena,-118.1268012,34.1490435,28.18
6037461502,6423,Los Angeles,91103,Pasadena,-118.1462036,34.1752067,28.12
6037650001,5805,Los Angeles,90504,Torrance,-118.319173,33.8792212,28.11
6037192001,2370,Los Angeles,90046,Los Angeles,-118.3472967,34.0852271,28.05
6037481902,3443,Los Angeles,91803,Alhambra,-118.1501366,34.0661164,28.04
6037206020,8947,Los Angeles,90012,Los Angeles,-118.2311153,34.0571168,28.03
6037550602,4328,Los Angeles,90240,Downey,-118.1223634,33.9551248,28.03
6037310202,5104,Los Angeles,91501,Burbank,-118.2959084,34.1865849,28.01
6037920030,5088,Los Angeles,91351,Santa Clarita,-118.4898281,34.4151371,27.99
6037181000,6458,Los Angeles,90041,Los Angeles,-118.2043862,34.1452669,27.99
6037702802,2293,Los Angeles,90066,Culver City,-118.4165623,34.0053553,27.97
6037111201,3628,Los Angeles,91344,Los Angeles,-118.5101489,34.2748338,27.95
6037269903,3421,Los Angeles,90034,Los Angeles,-118.4064763,34.0209031,27.91
6037186100,4985,Los Angeles,90065,Los Angeles,-118.2299818,34.1284623,27.88
6037575002,4843,Los Angeles,90804,Long Beach,-118.1434676,33.7857845,27.87
6037650401,4758,Los Angeles,90503,Torrance,-118.3368653,33.8428957,27.84
6037910603,6928,Los Angeles,93550,Palmdale,-118.0850295,34.565463,27.80
6037189800,3833,Los Angeles,90046,Los Angeles,-118.3590366,34.0982925,27.76
6037501802,3311,Los Angeles,90602,Whittier,-118.0292523,33.9679116,27.76
6037183402,3006,Los Angeles,90041,Los Angeles,-118.2164099,34.1257206,27.69
6037267502,3632,Los Angeles,90025,Los Angeles,-118.4621616,34.0375502,27.65
6037901009,5388,Los Angeles,93536,Lancaster,-118.1746568,34.6821498,27.62
6037403902,5140,Los Angeles,91740,Glendora,-117.8724805,34.1120835,27.59
6037501503,5280,Los Angeles,90601,Whittier,-118.0364753,33.9861018,27.58
6037406412,2123,Los Angeles,91791,West Covina,-117.8984872,34.0628294,27.57
6037137402,5365,Los Angeles,91364,Los Angeles,-118.6249487,34.1554628,27.55
6037275101,1161,Los Angeles,90230,Los Angeles,-118.4045296,33.9992665,27.54
6037106020,5420,Los Angeles,91342,Los Angeles,-118.429739,34.3230145,27.52
6037141303,3477,Los Angeles,91403,Los Angeles,-118.4552476,34.1549353,27.49
6037702002,6443,Los Angeles,90405,Santa Monica,-118.4861752,34.005774,27.46
6037401800,7927,Los Angeles,91711,Claremont,-117.7163166,34.1151327,27.43
6037119310,4087,Los Angeles,91402,Los Angeles,-118.4516702,34.2450202,27.38
6037124000,5219,Los Angeles,91607,Los Angeles,-118.4045529,34.1619336,27.36
6037269800,3046,Los Angeles,90034,Los Angeles,-118.3968111,34.032045,27.29
6037462100,5748,Los Angeles,91104,Pasadena,-118.1369963,34.1634006,27.28
6037192410,3700,Los Angeles,90004,Los Angeles,-118.3181008,34.0798577,27.28
6037910505,3217,Los Angeles,93550,Palmdale,-118.1039305,34.5617295,27.28
6037460302,4221,Los Angeles,91001,Altadena,-118.1576938,34.1943756,27.23
6037405400,4950,Los Angeles,91722,Vincent,-117.9315739,34.0915037,27.22
6037900506,4188,Los Angeles,93535,Lancaster,-118.1012713,34.681794,27.18
6037431502,4273,Los Angeles,91006,North El Monte,-118.0204,34.1024524,27.17
6037111301,7552,Los Angeles,91344,Los Angeles,-118.5157706,34.261129,27.15
6037300902,1981,Los Angeles,91206,Glendale,-118.2004184,34.1541923,27.15
6037651002,4702,Los Angeles,90501,Torrance,-118.3240449,33.813981,27.13
6037504001,5860,Los Angeles,90638,La Mirada,-118.016038,33.9092096,27.07
6037101400,3458,Los Angeles,91042,Los Angeles,-118.2941635,34.2428534,27.07
6037432101,4103,Los Angeles,91780,Temple City,-118.0429074,34.0958571,27.04
6037482600,6262,Los Angeles,91755,Monterey Park,-118.1143942,34.0509646,27.03
6037143603,2392,Los Angeles,91602,Los Angeles,-118.3727317,34.1442858,27.02
6037650604,5567,Los Angeles,90503,Torrance,-118.349124,33.8403641,27.01
6037293301,3108,Los Angeles,90710,Los Angeles,-118.3038284,33.8111773,27.01
6037128702,5810,Los Angeles,91423,Los Angeles,-118.439318,34.160869,26.96
6037212702,3632,Los Angeles,90005,Los Angeles,-118.3261907,34.0585147,26.92
6037910606,3121,Los Angeles,93550,Palmdale,-118.0672703,34.5618494,26.92
6037183401,2531,Los Angeles,90042,Los Angeles,-118.2092262,34.1216662,26.91
6037216700,3835,Los Angeles,90035,Los Angeles,-118.371949,34.0482451,26.89
6037405600,5553,Los Angeles,91791,West Covina,-117.9155583,34.0796741,26.89
6037702502,3757,Los Angeles,90232,Culver City,-118.3858998,34.0125885,26.84
6037620002,3493,Los Angeles,90245,El Segundo,-118.4041547,33.9200287,26.83
